Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
WTSQ.SFB9CS,2002.06,1810.03,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2002.09,1829.13,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2002.12,1877.52,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2003.03,1844.73,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2003.06,1807.13,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2003.09,1886.71,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2003.12,1909.55,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2004.03,1916.57,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2004.06,1900.84,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2004.09,1975.52,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2004.12,2063.67,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2005.03,2135.34,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2005.06,2077.69,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2005.09,2142.15,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2005.12,2076.87,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2006.03,2195.87,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2006.06,2239,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2006.09,2331.43,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2006.12,2278.56,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2007.03,2231.33,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2007.06,2304.2,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2007.09,2258.64,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2007.12,2257.4,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2008.03,2332.67,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2008.06,2431.33,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2008.09,2624.06,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2008.12,2665.26,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2009.03,2534.41,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2009.06,2451.78,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2009.09,2454.44,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2009.12,2330.99,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2010.03,2314.17,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2010.06,2477.43,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2010.09,2429.59,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2010.12,2457.14,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2011.03,2463.43,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2011.06,2471.35,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2011.09,2500.68,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2011.12,2578.11,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2012.03,2439.08,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2012.06,2391.88,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2012.09,2589.36,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2012.12,2632.31,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2013.03,2709.9,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2013.06,2717.28,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2013.09,2919.89,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2013.12,2663.51,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2014.03,2736.27,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2014.06,2852.69,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2014.09,2873.09,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2014.12,2725.23,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2015.03,2856.32,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2015.06,2914.38,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2015.09,2930.863,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2015.12,2841.848,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2016.03,2780.242,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2016.06,2726.857,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2016.09,2768.774,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2016.12,2822.199,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2017.03,2851.669,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2017.06,2848.134,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2017.09,2855.579,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2017.12,2950.108,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2018.03,3112,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2018.06,3218.826,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2018.09,3366.378,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2018.12,3393.801,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2019.03,3457.03,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2019.06,3383.943,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2019.09,3527.572,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2019.12,3528.07,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2020.03,3418.832,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2020.06,3374.083,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CS,2020.09,3406.05,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
WTSQ.SFB9CT,1995.03,1242.422,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1995.06,1285.209,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1995.09,1327.453,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1995.12,1340.772,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1996.03,1282.586,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1996.06,1232.897,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1996.09,1231.601,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1996.12,1254.126,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1997.03,1221.075,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1997.06,1159.631,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1997.09,1181.122,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1997.12,1267.387,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1998.03,1310.087,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1998.06,1272.493,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1998.09,1258.2,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1998.12,1250.463,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1999.03,1300.86,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1999.06,1368.998,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1999.09,1483.387,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,1999.12,1556.193,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2000.03,1575.635,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2000.06,1535.207,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2000.09,1534.341,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2000.12,1590.443,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2001.03,1641.707,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2001.06,1675.412,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2001.09,1703.765,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2001.12,1724.351,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2002.03,1745.578,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2002.06,1799.445,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2002.09,1842.77,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2002.12,1863.801,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2003.03,1841.38,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2003.06,1828.858,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2003.09,1870.935,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2003.12,1913.063,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2004.03,1907.752,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2004.06,1914.798,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2004.09,1972.07,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2004.12,2069.756,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2005.03,2108.593,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2005.06,2111.766,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2005.09,2112.113,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2005.12,2140.959,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2006.03,2179.09,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2006.06,2259.601,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2006.09,2306.058,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2006.12,2286.157,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2007.03,2237.575,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2007.06,2237.261,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2007.09,2248.552,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
WTSQ.SFB9CT,2007.12,2268.583,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Trend,
